scientificName,animal,Movement,redlistCategory,populationTrend,Pac_Americas,Cen_Americas,Atl_Americas,Eas_Atlantic,Black_Sea,Eas_Africa,Cen_Asia,Eas_Asia,migratory,EOO,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere
Ficedula nigrorufa,Ficedula_nigrorufa,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,0,0,53300,0,0,1,0,0,1,0,0,1,0,3
Ficedula owstoni,Ficedula_narcissina,Full Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,1,110000,0,0,1,0,0,1,0,0,0,0,5
Ficedula parva,Ficedula_parva,Full Migrant,Least Concern,Increasing,0,0,0,1,1,1,1,1,1,9310000,0,1,1,1,0,1,0,0,0,0,2
Ficedula platenae,Ficedula_platenae,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,23300,0,0,1,0,0,1,0,0,0,0,3
Ficedula riedeli,Ficedula_dumetoria,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,5000,0,0,1,0,0,1,0,0,0,0,3
Ficedula ruficauda,Muscicapa_ruficauda,Full Migrant,Least Concern,Decreasing,0,0,0,0,0,1,1,1,1,1320000,0,0,1,0,0,1,0,0,0,0,4
Ficedula rufigula,Ficedula_rufigula,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,391000,0,0,1,0,0,1,0,0,0,0,3
Ficedula sapphira,Ficedula_sapphira,Altitudinal Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,2520000,0,0,1,1,0,1,0,0,1,0,5
Ficedula semitorquata,Ficedula_semitorquata,Full Migrant,Least Concern,Decreasing,0,0,0,0,1,1,1,0,1,2270000,0,1,1,1,0,1,0,1,1,0,2
Ficedula strophiata,Ficedula_strophiata,Full Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,1,5250000,0,0,1,0,0,1,0,0,1,0,5
Ficedula subrubra,Ficedula_subrubra,Full Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,1,1,1,8700,0,0,1,1,0,1,0,0,0,0,3
