scientificName,animal,Movement,redlistCategory,populationTrend,Pac_Americas,Cen_Americas,Atl_Americas,Eas_Atlantic,Black_Sea,Eas_Africa,Cen_Asia,Eas_Asia,migratory,EOO,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere
Gallinago media,Gallinago_media,Full Migrant,Near Threatened,Decreasing,0,0,0,1,1,1,1,1,1,9730000,0,1,1,0,0,0,1,1,1,1,2
Gallinago megala,Gallinago_megala,Full Migrant,Least Concern,Unknown,0,0,0,0,1,1,1,1,1,5270000,0,1,1,1,0,1,1,0,0,1,2
Gallinago nemoricola,Gallinago_nemoricola,Full Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,1,1,1,1270000,0,0,1,0,0,1,1,0,0,1,5
Gallinago nigripennis,Gallinago_nigripennis,Altitudinal Migrant,Least Concern,Unknown,0,0,0,1,1,1,0,0,0,10500000,0,1,0,1,1,0,1,0,0,1,3
Gallinago nobilis,Gallinago_nobilis,Not a Migrant,Near Threatened,Decreasing,1,1,1,0,0,0,0,0,0,1794600,1,0,0,0,0,0,1,0,0,1,3
Gallinago paraguaiae,Gallinago_paraguaiae,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,16700000,1,0,0,1,0,0,0,0,0,1,3
Gallinago solitaria,Gallinago_solitaria,Full Migrant,Least Concern,Unknown,0,0,0,0,0,1,1,1,1,10300000,0,0,1,1,0,0,1,0,0,1,2
Gallinago stenura,Gallinago_stenura,Full Migrant,Least Concern,Unknown,1,0,0,1,1,1,1,1,1,12900000,1,1,1,1,0,1,1,0,1,1,2
Gallinago stricklandii,Gallinago_stricklandii,Full Migrant,Near Threatened,Decreasing,1,1,1,0,0,0,0,0,1,625000,1,0,0,0,0,0,1,0,0,1,3
Gallinago undulata,Gallinago_undulata,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,9270000-10100000,1,0,0,0,0,0,1,1,0,1,3
Gallinula chloropus,Gallinula_chloropus,Full Migrant,Least Concern,Decreasing,0,0,0,1,1,1,1,1,1,143000000,0,1,1,1,1,0,0,0,0,1,5
Gallinula galeata,Gallinula_chloropus,Full Migrant,Least Concern,Unknown,1,1,1,0,0,0,0,0,1,64700000,1,0,0,1,1,0,0,0,0,1,5
Gallinula tenebrosa,Gallinula_tenebrosa,Not a Migrant,Least Concern,Unknown,0,0,0,0,0,0,0,1,0,18500000,0,0,1,1,1,0,0,0,0,1,3
Gallirallus australis,Gallirallus_australis,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,548000,0,0,1,0,1,1,1,0,1,1,3
Gallirallus calayanensis,Gallirallus_calayanensis,Not a Migrant,Vulnerable,Stable,0,0,0,0,0,0,0,1,0,70,0,0,1,0,0,1,0,0,0,0,3
Gallirallus lafresnayanus,Gallirallus_australis,Not a Migrant,Critically Endangered,Unknown,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,3
Gallirex johnstoni,Ruwenzorornis_johnstoni,Not a Migrant,Least Concern,Decreasing,0,0,0,0,1,1,0,0,0,56500,0,1,0,0,0,1,0,0,0,0,3
Gallirex porphyreolophus,Tauraco_porphyreolophus,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,3360000,0,1,0,1,0,1,0,0,1,0,3
Galloperdix bicalcarata,Galloperdix_bicalcarata,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,37700,0,0,1,0,0,1,0,0,0,0,3
Galloperdix lunulata,Galloperdix_lunulata,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,1770000,0,0,1,0,0,0,0,0,1,0,3
Galloperdix spadicea,Galloperdix_spadicea,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,1550000,0,0,1,1,0,0,0,0,1,0,3
Gallus gallus,Gallus_gallus,Not a Migrant,Least Concern,Decreasing,0,0,1,0,0,0,1,1,0,33900000,1,0,1,1,0,1,0,0,0,0,5
Gallus lafayettii,Gallus_lafayetii,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,62800,0,0,1,1,0,1,0,0,1,0,3
Gallus sonneratii,Gallus_sonneratii,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,1220000,0,0,1,1,0,1,0,0,1,0,3
Gallus varius,Gallus_varius,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,585000,0,0,1,1,0,1,0,0,1,0,3
Gampsonyx swainsonii,Gampsonyx_swainsonii,Not a Migrant,Least Concern,Increasing,1,1,1,0,0,0,0,0,0,16100000,1,0,0,1,0,1,1,1,1,0,3
Gampsorhynchus rufulus,Gampsorhynchus_rufulus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,878000,0,0,1,0,0,1,1,0,1,0,5
Gampsorhynchus torquatus,Gampsorhynchus_torquatus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,1690000,0,0,1,0,0,1,1,0,1,0,3
Garritornis isidorei,Pomatostomus_isidorei,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,1210000,0,0,1,1,0,1,0,0,0,0,3
Garrulax albogularis,Garrulax_albogularis,Not a Migrant,Least Concern,Stable,0,0,0,0,0,1,1,1,0,4210000,0,0,1,1,0,1,0,0,1,0,5
Garrulax annamensis,Garrulax_annamensis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,14100,0,0,1,1,0,1,0,0,1,0,3
Garrulax berthemyi,Garrulax_berthemyi,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,1160000,0,0,1,1,0,1,0,0,0,0,5
Garrulax bicolor,Garrulax_bicolor,Not a Migrant,Endangered,Decreasing,0,0,0,0,0,0,0,1,0,218000,0,0,1,0,0,1,0,0,0,0,3
Garrulax bieti,Garrulax_bieti,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,535000,0,0,1,0,0,1,0,0,0,0,1
Garrulax caerulatus,Garrulax_caerulatus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,597000,0,0,1,0,0,1,0,0,1,0,5
Garrulax canorus,Garrulax_canorus,Not a Migrant,Least Concern,Unknown,0,0,0,0,0,0,1,1,0,2770000,0,0,1,1,0,1,1,0,1,0,5
Garrulax castanotis,Garrulax_castanotis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,273000,0,0,1,0,0,1,0,0,0,0,3
Garrulax chinensis,Garrulax_chinensis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,2700000,0,0,1,0,0,1,1,0,1,0,5
Garrulax cineraceus,Garrulax_cineraceus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,396000,0,0,1,0,0,1,0,0,1,0,5
Garrulax cinereiceps,Garrulax_cineraceus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,2280000,0,0,1,0,0,1,0,0,1,0,5
Garrulax cinereifrons,Garrulax_cinereifrons,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,1,1,0,14100,0,0,1,0,0,1,0,0,0,0,3
Garrulax courtoisi,Garrulax_courtoisi,Full Migrant,Critically Endangered,Decreasing,NA,NA,NA,NA,NA,NA,NA,NA,1,610,0,0,0,0,0,1,0,0,1,0,NA
Garrulax davidi,Garrulax_davidi,Not a Migrant,Least Concern,Stable,0,0,0,0,0,1,1,1,0,2230000,0,0,1,0,0,1,0,0,1,1,1
Garrulax delesserti,Garrulax_delesserti,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,0,0,141000,0,0,1,0,0,1,0,0,1,0,3
Garrulax ferrarius,Garrulax_ferrarius,Not a Migrant,Near Threatened,Stable,0,0,0,0,0,0,0,1,0,4300,0,0,1,0,0,1,0,0,0,0,3
Garrulax galbanus,Garrulax_galbanus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,99600,0,0,1,0,0,1,1,0,1,0,3
Garrulax gularis,Garrulax_gularis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,898000,0,0,1,0,0,1,0,0,1,0,5
Garrulax konkakinhensis,Garrulax_konkakinhensis,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,16700,0,0,1,0,0,1,0,0,0,0,3
Garrulax koslowi,Babax_koslowi,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,789000,0,0,1,0,0,0,0,0,1,0,1
Garrulax lanceolatus,Babax_lanceolatus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,2630000,0,0,1,0,0,1,1,0,1,0,5
Garrulax leucolophus,Garrulax_leucolophus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,3740000,0,0,1,1,0,1,0,0,1,0,5
Garrulax lugubris,Garrulax_lugubris,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,451000,0,0,1,0,0,1,0,0,0,0,3
Garrulax lunulatus,Garrulax_lunulatus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,535000,0,0,1,0,0,1,0,0,1,0,1
Garrulax maesi,Garrulax_maesi,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,997000,0,0,1,0,0,1,0,0,0,0,5
Garrulax maximus,Garrulax_maximus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,826000,0,0,1,0,0,1,0,0,1,0,1
Garrulax merulinus,Garrulax_merulinus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,863000,0,0,1,0,0,1,0,0,1,0,5
Garrulax milleti,Garrulax_milleti,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,73800,0,0,1,0,0,1,0,0,0,0,3
Garrulax mitratus,Garrulax_mitratus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,651000,0,0,1,1,0,1,0,0,0,0,3
Garrulax monachus,Garrulax_chinensis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,2700000,0,0,1,0,0,1,0,0,0,0,3
Garrulax monileger,Garrulax_monileger,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,5230000,0,0,1,0,0,1,0,0,1,0,5
Garrulax nuchalis,Garrulax_nuchalis,Not a Migrant,Near Threatened,Stable,0,0,0,0,0,0,1,1,0,91400,0,0,1,0,0,1,1,0,1,0,3
Garrulax ocellatus,Garrulax_ocellatus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,2690000,0,0,1,0,0,1,0,0,1,0,5
Garrulax palliatus,Garrulax_palliatus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,1840000,0,0,1,0,0,1,0,0,0,0,3
Garrulax pectoralis,Garrulax_pectoralis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,5950000,0,0,1,1,0,1,0,0,1,0,5
Garrulax perspicillatus,Garrulax_perspicillatus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,2920000,0,0,1,1,0,1,0,0,1,0,5
Garrulax poecilorhynchus,Garrulax_poecilorhynchus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,24800,0,0,1,0,0,1,0,0,0,0,3
Garrulax ruficeps,Garrulax_ruficeps,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,15700,0,0,1,1,0,1,0,0,1,0,3
Garrulax ruficollis,Garrulax_ruficollis,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,700000,0,0,1,1,0,1,1,0,1,1,5
Garrulax rufifrons,Garrulax_rufifrons,Not a Migrant,Critically Endangered,Decreasing,0,0,0,0,0,0,0,1,0,16700,0,0,1,0,0,1,0,0,0,0,3
Garrulax rufogularis,Garrulax_rufogularis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,1120000,0,0,1,1,0,1,0,0,1,0,5
Garrulax sannio,Garrulax_sannio,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,0,3020000,0,0,1,1,0,0,1,0,1,0,5
Garrulax strepitans,Garrulax_strepitans,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,330000,0,0,1,0,0,1,0,0,0,0,3
Garrulax sukatschewi,Garrulax_sukatschewi,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,1,1,0,45100,0,0,1,0,0,1,0,0,1,1,1
Garrulax taewanus,Garrulax_taewanus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,34200,0,0,1,1,0,1,0,0,0,0,3
Garrulax treacheri,Garrulax_mitratus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,578000,0,0,1,1,0,1,0,0,0,0,3
Garrulax vassali,Garrulax_vassali,Not a Migrant,Least Concern,Unknown,0,0,0,0,0,0,0,1,0,119000,0,0,1,0,0,1,0,0,1,0,3
Garrulax waddelli,Babax_waddelli,Not a Migrant,Least Concern,Unknown,0,0,0,0,0,0,1,1,0,162000,0,0,1,0,0,1,0,0,1,0,1
Garrulax woodi,Babax_lanceolatus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,35400,0,0,1,0,0,1,1,0,1,0,3
Garrulus bispecularis,Garrulus_glandarius,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,1,1,1,0,5920000,0,0,1,1,0,1,0,0,0,0,5
Garrulus glandarius,Garrulus_glandarius,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,1,1,0,43100000,0,1,1,1,0,1,0,0,0,0,1
Garrulus lanceolatus,Garrulus_lanceolatus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,1,1,0,0,639000,0,0,1,1,0,1,0,0,1,0,5
Garrulus leucotis,Garrulus_glandarius,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,1670000,0,0,1,1,0,1,0,0,0,0,5
Garrulus lidthi,Garrulus_lidthi,Not a Migrant,Vulnerable,Stable,0,0,0,0,0,0,0,1,0,1500,0,0,1,0,0,1,0,0,0,0,3
Gavia adamsii,Gavia_adamsii,Full Migrant,Near Threatened,Decreasing,1,1,1,1,1,1,1,1,1,12000000,1,1,1,0,0,0,0,0,0,1,1
Gavia arctica,Gavia_arctica,Full Migrant,Least Concern,Decreasing,1,0,0,1,1,1,1,1,1,49800000,1,1,1,0,0,0,0,0,0,1,2
Gavia immer,Gavia_immer,Full Migrant,Least Concern,Stable,1,1,1,1,1,1,0,1,1,27200000,1,1,1,0,0,0,0,0,0,1,2
Gavia pacifica,Gavia_pacifica,Full Migrant,Least Concern,Increasing,1,1,1,1,0,1,1,1,1,15700000,1,1,1,0,0,0,0,0,0,1,1
Gavia stellata,Gavia_stellata,Full Migrant,Least Concern,Decreasing,1,1,1,1,1,1,1,1,1,59900000,1,1,1,0,0,0,0,0,0,1,2
Gavicalis fasciogularis,Lichenostomus_fasciogularis,Not a Migrant,Least Concern,Increasing,0,0,0,0,0,0,0,1,0,349000,0,0,1,1,0,1,0,0,1,0,3
Gavicalis versicolor,Lichenostomus_versicolor,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,2330000,0,0,1,1,0,1,0,0,1,0,3
Gavicalis virescens,Lichenostomus_virescens,Not a Migrant,Least Concern,Increasing,0,0,0,0,0,0,0,1,0,8860000,0,0,1,1,0,1,0,1,1,1,3
Gecinulus grantia,Gecinulus_grantia,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,3730000,0,0,1,0,0,1,0,0,1,0,5
Gecinulus viridis,Gecinulus_viridis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,762000,0,0,1,0,0,1,0,0,0,0,3
Gelochelidon macrotarsa,Sterna_nilotica,Full Migrant,Least Concern,Unknown,0,0,0,0,0,0,0,1,1,9320000,0,0,1,1,1,0,0,0,0,1,3
Gelochelidon nilotica,Sterna_nilotica,Full Migrant,Least Concern,Decreasing,1,1,1,1,1,1,1,1,1,163000000,1,1,1,1,1,0,0,0,0,1,5
Gennaeodryas placens,Poecilodryas_placens,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,588000,0,0,1,0,0,1,0,0,0,0,3
Geobiastes squamiger,Brachypteracias_squamiger,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,1,1,0,0,0,135000,0,1,0,0,0,1,0,0,0,0,3
Geocerthia serrana,Upucerthia_serrana,Not a Migrant,Least Concern,Stable,1,0,0,0,0,0,0,0,0,113000,1,0,0,0,0,1,0,0,1,0,3
Geococcyx californianus,Geococcyx_californianus,Not a Migrant,Least Concern,Increasing,1,1,1,0,0,0,0,0,0,4530000,1,0,0,0,0,0,1,0,1,0,5
Geococcyx velox,Geococcyx_velox,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,1990000,1,0,0,1,0,0,0,0,1,0,5
Geocolaptes olivaceus,Geocolaptes_olivaceus,Not a Migrant,Near Threatened,Decreasing,0,0,0,1,1,1,0,0,0,1210000,0,1,0,0,0,0,1,0,1,1,3
Geoffroyus geoffroyi,Geoffroyus_geoffroyi,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,4150000,0,0,1,1,0,1,0,0,1,0,3
Geoffroyus heteroclitus,Geoffroyus_heteroclitus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,580000,0,0,1,1,0,1,0,0,0,0,3
Geoffroyus hyacinthinus,Geoffroyus_heteroclitus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,980,0,0,1,1,0,1,0,0,0,0,3
Geoffroyus simplex,Geoffroyus_simplex,Nomadic,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,658000,0,0,1,0,0,1,0,0,0,0,3
Geokichla camaronensis,Zoothera_camaronensis,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,2230000,0,1,0,0,0,1,0,0,0,0,3
Geokichla cinerea,Zoothera_cinerea,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,233000,0,0,1,1,0,1,0,0,0,0,3
Geokichla citrina,Zoothera_citrina,Full Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,1,16000000,0,0,1,1,0,1,0,0,0,1,5
Geokichla crossleyi,Zoothera_crossleyi,Not a Migrant,Near Threatened,Decreasing,0,0,0,1,1,1,0,0,0,2120000,0,1,0,0,0,1,0,0,0,1,3
Geokichla dohertyi,Zoothera_dohertyi,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,167000,0,0,1,0,0,1,0,0,0,0,3
Geokichla dumasi,Zoothera_dumasi,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,9100,0,0,1,0,0,1,0,0,0,0,3
Geokichla erythronota,Zoothera_erythronota,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,426000,0,0,1,0,0,1,0,0,0,0,3
Geokichla gurneyi,Zoothera_gurneyi,Altitudinal Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,5400000,0,1,0,0,0,1,0,0,0,0,3
Geokichla guttata,Zoothera_guttata,Full Migrant,Endangered,Decreasing,0,0,0,1,1,1,0,0,1,3340000,0,1,0,0,0,1,0,0,1,0,3
Geokichla interpres,Zoothera_interpres,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,4270000,0,0,1,1,0,1,0,0,0,0,3
Geokichla joiceyi,Zoothera_joiceyi,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,34800,0,0,1,0,0,1,0,0,0,0,3
Geokichla leucolaema,Zoothera_leucolaema,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,490,0,0,1,0,0,1,0,0,0,0,3
Geokichla mendeni,Zoothera_mendeni,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,19000,0,0,1,0,0,1,0,0,0,0,3
Geokichla oberlaenderi,Zoothera_oberlaenderi,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,1,1,0,0,0,140000,0,1,0,0,0,1,0,0,0,0,3
Geokichla peronii,Zoothera_peronii,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,121000,0,0,1,1,0,1,0,0,0,0,3
Geokichla piaggiae,Zoothera_piaggiae,Not a Migrant,Least Concern,Decreasing,0,0,0,0,1,1,0,0,0,1530000,0,1,0,1,0,1,0,0,1,0,3
Geokichla princei,Zoothera_princei,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,2500000,0,1,0,0,0,1,0,0,0,0,3
Geokichla schistacea,Zoothera_schistacea,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,5600,0,0,1,1,0,1,0,0,0,0,3
Geokichla sibirica,Zoothera_sibirica,Full Migrant,Least Concern,Decreasing,0,0,0,1,1,1,1,1,1,11500000,0,1,1,0,0,1,0,0,0,0,2
Geokichla spiloptera,Zoothera_spiloptera,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,1,1,0,15700,0,0,1,1,0,1,0,0,1,0,3
Geokichla wardii,Zoothera_wardii,Full Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,1,187000,0,0,1,1,0,1,0,0,1,1,4
Geomalia heinrichi,Geomalia_heinrichi,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,157000,0,0,1,0,0,1,0,0,0,0,3
Geopelia cuneata,Geopelia_cuneata,Nomadic,Least Concern,Stable,0,0,0,0,0,0,0,1,0,7860000,0,0,1,0,0,0,0,0,0,1,3
Geopelia humeralis,Geopelia_humeralis,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,7890000,0,0,1,1,0,0,0,0,1,1,3
Geopelia maugeus,Geopelia_maugeus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,531000,0,0,1,1,0,1,1,0,1,0,3
Geopelia placida,Geopelia_placida,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,9990000,0,0,1,1,0,0,0,0,1,0,3
Geopelia striata,Geopelia_striata,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,6960000,0,0,1,1,0,0,0,0,1,0,3
Geophaps plumifera,Geophaps_plumifera,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,3600000,0,0,1,1,0,0,1,0,0,0,3
Geophaps scripta,Geophaps_scripta,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,1160000,0,0,1,0,0,0,0,1,0,0,3
Geophaps smithii,Geophaps_smithii,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,375000,0,0,1,0,0,1,1,0,1,0,3
Geositta antarctica,Geositta_antarctica,Full Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,1,127000,1,0,0,0,0,0,1,0,1,0,3
Geositta crassirostris,Geositta_crassirostris,Not a Migrant,Least Concern,Decreasing,1,0,0,0,0,0,0,0,0,70900,1,0,0,0,0,0,0,0,1,0,3
Geositta cunicularia,Geositta_cunicularia,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,7430000,1,0,0,0,0,0,1,0,1,0,3
Geositta isabellina,Geositta_isabellina,Full Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,1,154000,1,0,0,0,0,0,1,0,0,0,3
Geositta maritima,Geositta_maritima,Not a Migrant,Least Concern,Stable,1,0,0,0,0,0,0,0,0,797000,1,0,0,0,0,0,0,0,1,0,3
Geositta peruviana,Geositta_peruviana,Not a Migrant,Least Concern,Stable,1,1,0,0,0,0,0,0,0,230000,1,0,0,0,0,0,0,0,1,0,3
Geositta poeciloptera,Geositta_poeciloptera,Not a Migrant,Vulnerable,Decreasing,0,1,1,0,0,0,0,0,0,1830000,1,0,0,0,0,0,1,1,0,0,3
Geositta punensis,Geositta_punensis,Not a Migrant,Least Concern,Stable,1,1,0,0,0,0,0,0,0,525000,1,0,0,0,0,0,1,0,1,0,3
Geositta rufipennis,Geositta_rufipennis,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,1490000,1,0,0,0,0,0,1,0,1,0,3
Geositta saxicolina,Geositta_saxicolina,Not a Migrant,Least Concern,Stable,1,0,0,0,0,0,0,0,0,44800,1,0,0,0,0,0,1,0,0,0,3
Geositta tenuirostris,Geositta_tenuirostris,Not a Migrant,Least Concern,Stable,1,1,0,0,0,0,0,0,0,1760000,1,0,0,1,0,0,1,0,1,0,3
Geospizopsis plebejus,Phrygilus_plebejus,Full Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,1,3250000,1,0,0,0,0,0,1,0,1,0,3
Geospizopsis unicolor,Phrygilus_unicolor,Full Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,1,6930000,1,0,0,1,0,0,1,0,1,0,3
Geothlypis aequinoctialis,Geothlypis_aequinoctialis,Full Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,1,14200000,1,0,0,0,0,0,1,1,1,1,3
Geothlypis auricularis,Geothlypis_auricularis,Not a Migrant,Least Concern,Stable,1,1,0,0,0,0,0,0,0,456000,1,0,0,0,0,0,1,1,1,1,3
Geothlypis bairdi,Geothlypis_semiflava,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,185000,1,0,0,1,0,0,1,0,1,0,3
Geothlypis beldingi,Geothlypis_beldingi,Not a Migrant,Vulnerable,Decreasing,1,0,0,0,0,0,0,0,0,57600,1,0,0,0,0,0,0,0,0,1,5
Geothlypis chiriquensis,Geothlypis_chiriquensis,Not a Migrant,Least Concern,Increasing,1,1,0,0,0,0,0,0,0,1900,1,0,0,0,0,0,1,1,1,1,3
Geothlypis flavovelata,Geothlypis_flavovelata,Not a Migrant,Vulnerable,Decreasing,1,1,1,0,0,0,0,0,0,80600,1,0,0,1,0,0,0,0,0,1,5
Geothlypis formosa,Oporornis_formosus,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,2590000,1,0,0,0,0,1,0,0,0,0,2
Geothlypis nelsoni,Geothlypis_nelsoni,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,304000,1,0,0,0,0,0,0,0,1,0,5
Geothlypis philadelphia,Oporornis_philadelphia,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,6540000,1,0,0,0,0,1,0,0,1,0,2
Geothlypis poliocephala,Geothlypis_poliocephala,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,2350000,1,0,0,1,0,0,1,1,1,0,5
Geothlypis rostrata,Geothlypis_rostrata,Not a Migrant,Least Concern,Decreasing,0,0,1,0,0,0,0,0,0,79500,1,0,0,0,0,0,0,0,1,0,3
Geothlypis semiflava,Geothlypis_semiflava,Not a Migrant,Least Concern,Increasing,1,1,0,0,0,0,0,0,0,238000,1,0,0,1,0,0,1,0,1,0,3
Geothlypis speciosa,Geothlypis_speciosa,Not a Migrant,Endangered,Decreasing,1,1,0,0,0,0,0,0,0,16000,1,0,0,0,0,0,0,0,0,1,3
Geothlypis tolmiei,Oporornis_tolmiei,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,1,0,1,1,5250000,1,0,1,0,0,1,0,0,1,0,2
Geothlypis trichas,Geothlypis_trichas,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,1,0,1,1,20200000,1,0,1,0,0,1,0,0,1,1,5
