animal,decline,migratory,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere,EOO
Nigrita_fusconotus,0,0,0,1,0,0,0,1,0,0,0,0,2,5720000
Nigrita_luteifrons,0,0,0,1,0,0,0,1,0,0,1,0,2,5.00E+06
Nilaus_afer,0,0,0,1,0,0,0,1,0,1,1,0,3,25400000
Niltava_davidi,0,0,0,0,1,0,0,1,0,0,0,0,3,2430000
Niltava_grandis,0,0,0,0,1,1,0,1,0,0,0,0,3,5570000
Niltava_macgrigoriae,0,0,0,0,1,0,0,1,1,0,1,1,3,3280000
Niltava_vivida,1,0,0,0,1,0,0,1,0,0,0,0,3,1230000
Niltava_sumatrana,1,0,0,0,1,0,0,1,0,0,0,0,2,459000
Niltava_sundara,0,0,0,0,1,1,0,1,0,0,0,0,3,4350000
Niltava_vivida,1,0,0,0,1,0,0,1,0,0,0,0,2,1230000
Ninox_affinis,1,0,0,0,1,1,0,1,0,0,0,0,2,15700
Ninox_boobook,0,0,0,0,1,1,0,1,0,0,1,0,2,11300000
Ninox_burhani,1,0,0,0,1,1,0,1,0,0,1,0,2,820
Ninox_connivens,1,0,0,0,1,0,0,1,0,1,1,1,2,13600000
Ninox_squamipila,1,0,0,0,1,1,0,1,0,0,0,0,2,10600
Ninox_jacquinoti,1,0,0,0,1,1,0,1,0,0,0,0,2,6600
Ninox_squamipila,1,0,0,0,1,1,0,1,0,0,0,0,2,10600
Ninox_squamipila,1,0,0,0,1,1,0,1,0,0,0,0,2,10600
Ninox_ios,1,0,0,0,1,0,0,1,0,0,0,0,2,44000
Ninox_jacquinoti,1,0,0,0,1,0,0,1,0,0,0,0,2,6600
Ninox_scutulata,0,1,0,0,1,1,0,1,0,0,1,0,3,8370000
Ninox_novaeseelandiae,0,0,0,0,1,1,0,1,0,0,1,0,2,139000
Ninox_philippensis,1,0,0,0,1,1,0,1,0,0,0,0,2,270
Ninox_jacquinoti,1,0,0,0,1,0,0,1,0,0,0,0,2,6600
Ninox_meeki,0,0,0,0,1,1,0,1,0,0,0,0,2,2400
Ninox_philippensis,1,0,0,0,1,1,0,1,0,0,0,0,2,270
Ninox_natalis,0,0,0,0,1,0,0,1,0,0,1,0,2,240
Ninox_novaeseelandiae,0,0,0,0,1,1,0,1,0,0,1,0,2,139000
Ninox_scutulata,0,0,0,0,1,1,0,1,0,0,1,0,2,8370000
Ninox_ochracea,1,0,0,0,1,0,0,1,0,0,0,0,2,389000
Ninox_odiosa,1,0,0,0,1,1,0,1,0,0,0,0,2,64200
Ninox_philippensis,1,0,0,0,1,1,0,1,0,0,0,0,2,270
Ninox_punctulata,0,0,0,0,1,1,0,1,0,0,0,0,2,430000
Ninox_scutulata,1,0,0,0,1,1,0,1,0,0,1,0,2,8370000
Ninox_philippensis,1,0,0,0,1,1,0,1,0,0,0,0,2,270
Ninox_jacquinoti,1,0,0,0,1,0,0,1,0,0,0,0,2,6600
Ninox_rudolfi,1,0,0,0,1,1,0,1,0,0,0,0,2,13100
Ninox_rufa,1,0,0,0,1,0,0,1,0,1,0,1,2,4250000
Ninox_philippensis,1,0,0,0,1,1,0,1,0,0,0,0,2,270
Ninox_scutulata,1,0,0,0,1,1,0,1,0,0,1,0,3,8370000
Ninox_philippensis,1,0,0,0,1,1,0,1,0,0,0,0,2,270
Ninox_philippensis,1,0,0,0,1,1,0,1,0,0,0,0,2,270
Ninox_squamipila,1,0,0,0,1,1,0,1,0,0,0,0,2,10600
Ninox_strenua,0,0,0,0,1,0,0,1,0,0,1,1,2,1290000
Ninox_sumbaensis,1,0,0,0,1,0,0,1,0,0,0,0,2,6100
Ninox_theomacha,0,0,0,0,1,1,0,1,0,0,0,0,2,1120000
Ninox_variegata,1,0,0,0,1,0,0,1,0,0,0,0,2,28000
Nipponia_nippon,0,0,0,0,1,1,0,1,0,0,0,1,1,2300
Nisaetus_alboniger,1,0,0,0,1,0,0,1,0,0,0,0,2,3320000
Nisaetus_bartelsi,1,0,0,0,1,1,0,1,0,0,0,0,2,126000
Nisaetus_cirrhatus,1,0,0,0,1,1,0,1,0,1,0,1,2,15300000
Nisaetus_floris,1,0,0,0,1,1,0,1,0,0,0,0,2,85900
Nisaetus_lanceolatus,1,0,0,0,1,0,0,1,0,0,0,0,2,521000
Nisaetus_nanus,1,0,0,0,1,0,0,1,0,0,0,0,2,3580000
Nisaetus_nipalensis,1,1,0,0,1,0,0,1,0,0,0,0,3,1.90E+07
Nisaetus_philippensis,1,0,0,0,1,0,0,1,0,0,0,0,2,233000
Nisaetus_philippensis,1,0,0,0,1,0,0,1,0,0,0,0,2,233000
Pycnonotus_hualon,1,0,0,0,1,0,0,1,0,0,0,0,2,34000
Nomonyx_dominicus,1,1,1,0,0,0,0,1,0,0,0,1,3,2.60E+07
Nonnula_amaurocephala,1,0,1,0,0,0,0,1,0,0,0,0,2,26400
Nonnula_brunnea,1,0,1,0,0,1,0,1,0,0,0,0,2,336000
Nonnula_frontalis,1,0,1,0,0,1,0,1,0,0,1,0,2,271000
Nonnula_rubecula,1,0,1,0,0,1,0,1,0,0,0,1,2,9380000
Nonnula_ruficapilla,1,0,1,0,0,1,0,1,0,0,0,1,2,3720000
Nonnula_sclateri,1,0,1,0,0,0,0,1,0,0,1,0,2,663000
Northiella_haematogaster,1,0,0,0,1,1,0,1,1,1,1,0,2,2440000
Notharchus_hyperrhynchus,1,0,1,0,0,1,0,1,0,1,0,1,2,11400000
Notharchus_macrorhynchos,0,0,1,0,0,1,0,1,0,1,0,1,2,967000
Notharchus_ordii,0,0,1,0,0,0,0,1,0,0,0,0,2,3070000
Notharchus_pectoralis,1,0,1,0,0,1,0,1,0,0,0,1,2,481000
Notharchus_tectus,1,0,1,0,0,1,0,1,0,1,1,1,2,1230000
Notharchus_swainsoni,0,0,1,0,0,1,0,1,0,0,0,0,2,988000
Notharchus_tectus,1,0,1,0,0,1,0,1,0,1,1,1,2,1230000
Nothocercus_bonapartei,1,0,1,0,0,0,0,1,0,0,0,0,2,1940000
Nothocercus_julius,1,0,1,0,0,0,0,1,0,0,0,0,2,1210000
Nothocercus_nigrocapillus,1,0,1,0,0,0,0,1,0,0,0,0,2,586000
Nothocrax_urumutum,1,0,1,0,0,0,0,1,0,0,0,0,2,2560000
Nothoprocta_cinerascens,1,0,1,0,0,1,0,0,1,1,1,0,2,1460000
Nothoprocta_curvirostris,0,0,1,0,0,0,0,0,1,0,1,0,2,228000
Nothoprocta_ornata,1,0,1,0,0,1,0,0,1,0,0,0,2,1370000
Nothoprocta_pentlandii,0,0,1,0,0,1,0,0,0,0,1,0,2,2970000
Nothoprocta_perdicaria,1,0,1,0,0,1,0,0,1,0,1,0,2,2.00E+05
Nothoprocta_taczanowskii,1,0,1,0,0,0,0,0,0,0,1,0,2,74200
Nothura_boraquira,1,0,1,0,0,1,0,0,1,1,1,0,2,4130000
Nothura_darwinii,0,0,1,0,0,1,0,0,1,1,1,0,2,2670000
Nothura_maculosa,1,0,1,0,0,1,0,0,1,1,1,0,2,7340000
Nothura_minor,1,0,1,0,0,0,0,0,1,1,1,0,2,874000
Notiomystis_cincta,0,0,0,0,1,0,0,1,0,0,0,0,2,22300
Lamprotornis_corruscus,1,0,0,1,0,0,0,1,0,0,0,0,2,3470000
Nucifraga_caryocatactes,1,0,1,1,1,0,0,1,0,0,0,0,1,37400000
Nucifraga_columbiana,0,0,1,0,0,0,0,1,0,0,1,0,1,3790000
Nucifraga_caryocatactes,1,0,0,0,1,0,0,1,0,0,0,0,3,37400000
Nucifraga_caryocatactes,1,0,0,0,1,0,0,1,0,0,0,0,3,37400000
Numenius_americanus,1,1,1,0,0,0,0,0,1,0,0,1,3,3440000
Numenius_arquata,1,1,0,1,1,1,1,1,1,0,1,1,3,20700000
Numenius_madagascariensis,1,1,0,0,1,0,0,1,0,0,0,1,3,5590000
Numenius_minutus,0,1,1,1,1,1,0,1,1,0,1,0,3,1750000
Numenius_phaeopus,1,1,1,1,1,1,1,1,1,0,1,1,3,31100000
Numenius_tahitiensis,1,1,1,0,1,0,1,0,1,0,0,0,3,95900
Numenius_tenuirostris,1,1,0,1,1,1,1,0,1,0,0,1,3,303000
Numida_meleagris,0,0,0,1,0,1,0,1,1,1,1,0,3,24500000
Nyctanassa_violacea,0,1,1,0,0,0,0,1,0,0,0,1,3,0
Nyctibius_aethereus,1,0,1,0,0,0,0,1,0,0,0,0,2,10300000
Nyctibius_grandis,1,0,1,0,0,1,0,1,0,1,0,0,2,13200000
Nyctibius_griseus,1,1,1,0,0,1,0,1,0,1,0,0,2,17600000
Nyctibius_jamaicensis,1,0,1,0,0,1,0,1,0,0,0,0,3,3590000
Nyctibius_leucopterus,1,0,1,0,0,0,0,1,0,0,0,0,2,7390000
Nyctibius_maculosus,1,0,1,0,0,0,0,1,0,0,0,0,2,2410000
Nycticorax_caledonicus,0,1,0,0,1,1,1,1,1,0,0,1,2,31600000
Nycticorax_nycticorax,1,1,1,1,1,0,0,1,0,0,0,1,3,0
Rostratula_semicollaris,1,1,1,0,0,1,0,0,1,0,0,1,2,4010000
Nyctidromus_albicollis,1,0,1,0,0,1,0,1,1,0,1,1,3,22100000
Caprimulgus_anthonyi,0,0,1,0,0,0,0,0,1,0,1,0,2,198000
Nyctiphrynus_mcleodii,0,0,1,0,0,0,0,1,0,0,0,0,3,713000
Nyctiphrynus_ocellatus,1,0,1,0,0,0,0,1,0,0,0,0,2,1.20E+07
Nyctiphrynus_rosenbergi,1,0,1,0,0,0,0,1,0,0,0,0,2,122000
Nyctiphrynus_yucatanicus,0,0,1,0,0,1,0,1,0,0,1,0,2,157000
Caprimulgus_hirundinaceus,1,0,1,0,0,0,0,1,0,0,0,0,2,915000
Caprimulgus_nigrescens,0,0,1,0,0,0,0,1,0,1,1,1,2,6180000
Nyctiprogne_leucopyga,1,0,1,0,0,0,0,1,0,1,0,1,2,7290000
Nyctiprogne_vielliardi,1,0,1,0,0,0,0,0,0,1,0,0,2,52800
Nyctyornis_amictus,1,0,0,0,1,1,0,1,0,0,0,1,2,4380000
Nyctyornis_athertoni,0,0,0,0,1,1,0,1,0,0,0,0,3,7870000
Nymphicus_hollandicus,0,0,0,0,1,1,0,1,1,1,1,0,2,7850000
Bucco_noanamae,1,0,1,0,0,1,0,1,0,0,1,0,2,29500
Bucco_tamatia,1,0,1,0,0,1,0,1,0,1,0,1,2,6240000
Nystalus_chacuru,0,0,1,0,0,1,0,1,0,1,1,0,2,8120000
Nystalus_maculatus,0,0,1,0,0,1,0,1,0,1,1,0,2,6260000
Nystalus_radiatus,1,0,1,0,0,1,0,1,0,0,1,1,2,744000
Nystalus_striolatus,1,0,1,0,0,1,0,1,0,0,0,1,2,4890000
Ochetorhynchus_andaecola,1,0,1,0,0,0,0,0,1,0,1,0,2,401000
Ochetorhynchus_melanura,0,0,1,0,0,0,0,0,0,0,1,0,2,45400
Ochetorhynchus_phoenicurus,1,0,1,0,0,0,0,0,1,0,1,0,2,649000
Ochetorhynchus_ruficaudus,1,0,1,0,0,0,0,0,0,0,1,0,2,1750000
Ochthoeca_cinnamomeiventris,0,0,1,0,0,1,0,1,0,0,0,1,2,448000
Ochthoeca_fumicolor,0,0,1,0,0,1,0,1,1,0,1,0,2,2460000
Ochthoeca_leucophrys,0,0,1,0,0,0,0,1,1,0,1,0,2,2040000
Ochthoeca_nigrita,0,0,1,0,0,1,0,1,0,0,0,1,2,8900
Ochthoeca_oenanthoides,0,0,1,0,0,0,0,1,1,0,1,1,2,1270000
Ochthoeca_piurae,1,0,1,0,0,0,0,1,0,0,1,1,2,26300
Ochthoeca_rufipectoralis,0,0,1,0,0,1,0,1,0,0,1,0,2,2850000
Tumbezia_salvini,1,0,1,0,0,0,0,1,0,1,1,0,2,62700
Ochthoeca_fumicolor,0,0,1,0,0,1,0,1,1,0,1,0,2,2460000
Ochthoeca_thoracica,0,0,1,0,0,1,0,1,0,0,0,1,2,524000
Ochthornis_littoralis,0,0,1,0,0,0,0,0,0,0,0,1,2,5690000
Ocreatus_underwoodii,0,0,1,0,0,1,0,1,0,0,0,0,2,3640000
Ocyceros_birostris,0,0,0,0,1,1,0,1,0,1,0,0,3,3020000
Ocyceros_gingalensis,0,0,0,0,1,1,0,1,0,0,0,0,2,71900
Ocyceros_griseus,1,0,0,0,1,1,0,1,0,0,0,0,2,271000
Ocyphaps_lophotes,0,0,0,0,1,1,0,0,1,1,1,1,2,8790000
Odontophorus_atrifrons,1,0,1,0,0,0,0,1,0,0,0,0,2,12700
Odontophorus_balliviani,1,0,1,0,0,0,0,1,0,0,0,0,2,191000
Odontophorus_capueira,1,0,1,0,0,0,0,1,0,0,0,0,2,3170000
Odontophorus_columbianus,1,0,1,0,0,0,0,1,0,0,0,0,2,15600
Odontophorus_dialeucos,0,0,1,0,0,0,0,1,0,0,0,0,2,490
Odontophorus_erythrops,1,0,1,0,0,0,0,1,0,0,0,0,2,433000
Odontophorus_gujanensis,1,0,1,0,0,0,0,1,0,0,0,0,2,9820000
Odontophorus_guttatus,1,0,1,0,0,0,0,1,0,0,0,0,2,741000
Odontophorus_hyperythrus,1,0,1,0,0,1,0,1,0,0,0,0,2,138000
Odontophorus_leucolaemus,1,0,1,0,0,0,0,1,0,0,0,0,2,35000
Odontophorus_melanonotus,1,0,1,0,0,0,0,1,0,0,0,0,2,16400
Odontophorus_melanotis,1,0,1,0,0,0,0,1,0,0,0,0,2,451000
Odontophorus_speciosus,1,0,1,0,0,0,0,1,0,0,0,0,2,1300000
Odontophorus_stellatus,1,0,1,0,0,0,0,1,0,0,0,0,2,2640000
Odontophorus_strophium,1,0,1,0,0,0,0,1,0,0,0,0,2,17400
Odontorchilus_branickii,1,0,1,0,0,0,0,1,0,0,0,0,2,1220000
Odontorchilus_cinereus,1,0,1,0,0,0,0,1,0,0,0,0,2,1170000
Lonchura_griseicapilla,0,0,0,1,0,1,0,0,0,1,1,0,2,1250000
Oena_capensis,0,1,0,1,1,1,0,0,1,1,1,0,3,40800000
Myrmecocichla_albifrons,0,0,0,1,0,1,0,0,1,1,1,0,2,6890000
Oenanthe_albonigra,0,0,0,0,1,0,0,0,0,0,1,0,3,3070000
Oenanthe_bottae,0,0,0,1,0,1,0,0,1,0,0,0,2,192000
Oenanthe_chrysopygia,0,1,0,1,1,1,0,0,1,0,1,1,3,2520000
Oenanthe_cypriaca,0,1,0,1,0,1,0,1,1,0,1,0,3,14400
Oenanthe_deserti,0,1,0,1,1,1,0,0,1,0,1,0,3,21400000
Cercomela_familiaris,0,0,0,1,0,1,0,0,1,1,1,0,2,21300000
Oenanthe_finschii,0,1,0,1,1,0,0,0,1,0,1,0,3,4320000
Oenanthe_bottae,0,0,0,1,0,0,0,0,1,1,1,0,2,192000
Oenanthe_bottae,0,0,0,1,0,1,0,0,1,1,0,0,3,192000
Oenanthe_hispanica,1,1,0,1,1,1,0,0,0,0,1,0,3,9540000
Oenanthe_isabellina,0,1,0,1,1,1,0,0,1,0,1,0,3,1.60E+07
Oenanthe_leucopyga,0,0,0,1,1,0,0,0,1,0,1,0,3,13400000
Oenanthe_leucura,1,0,0,1,0,0,1,1,0,0,1,0,1,3970000
Oenanthe_lugens,0,0,0,1,1,1,0,0,1,0,0,0,3,16200000
Cercomela_melanura,0,0,0,1,0,0,0,0,0,0,1,0,3,9760000
Oenanthe_moesta,0,0,0,1,1,0,0,0,1,0,1,1,1,4590000
Oenanthe_monacha,0,0,0,1,1,1,0,0,0,0,1,1,3,5730000
Oenanthe_oenanthe,1,1,1,1,1,1,1,0,1,1,1,1,3,79500000
Oenanthe_phillipsi,0,0,0,1,0,1,0,0,1,0,1,0,2,676000
Oenanthe_picata,0,1,0,0,1,1,0,0,1,0,0,0,3,2770000
Oenanthe_pileata,0,0,0,1,0,1,0,0,1,1,1,0,2,7880000
Oenanthe_pleschanka,0,1,0,1,1,1,0,1,1,1,1,0,3,16500000
Cercomela_scotocerca,0,0,0,1,0,0,0,0,1,0,1,0,2,4130000
Oenanthe_oenanthe,1,1,0,1,0,1,0,0,1,1,1,0,3,79500000
Oenanthe_xanthoprymna,0,1,0,1,1,0,0,0,0,1,1,0,3,410000
Ognorhynchus_icterotis,0,0,1,0,0,0,0,1,0,0,0,0,2,168000
Oncostoma_cinereigulare,0,0,1,0,0,1,0,1,0,0,1,0,2,1180000
Oncostoma_olivaceum,0,0,1,0,0,1,0,1,0,0,1,0,2,376000
Gymnopithys_lunulatus,1,0,1,0,0,0,0,1,0,0,0,0,2,370000
Gymnopithys_salvini,1,0,1,0,0,0,0,1,0,0,0,0,2,1960000
Onychognathus_albirostris,0,0,0,1,0,1,0,1,0,0,1,1,2,337000
Onychognathus_blythii,0,0,0,1,0,0,0,0,1,0,1,0,2,1030000
Onychognathus_fulgidus,1,0,0,1,0,1,0,1,0,0,0,0,2,6410000
Onychognathus_morio,0,0,0,1,0,1,0,1,0,1,1,1,2,6950000
Onychognathus_nabouroup,0,0,0,1,0,0,0,0,0,0,1,0,2,1740000
Onychognathus_neumanni,0,0,0,1,0,1,0,0,0,0,0,1,2,3540000
Onychognathus_salvadorii,0,0,0,1,0,0,0,0,0,0,1,0,2,1040000
Onychognathus_tenuirostris,1,0,0,1,0,0,0,1,1,0,0,1,2,2850000
Onychognathus_tristramii,0,0,0,1,0,1,0,0,0,0,0,0,3,2260000
Onychognathus_walleri,1,0,0,1,0,0,0,1,0,0,0,0,2,3770000
Sterna_aleutica,1,1,1,0,1,0,0,0,1,0,0,1,3,6660000
Onychorhynchus_coronatus,1,0,1,0,0,0,0,1,0,0,0,1,2,7160000
Onychorhynchus_mexicanus,1,0,1,0,0,0,0,1,0,0,0,1,2,2530000
Onychorhynchus_occidentalis,1,0,1,0,0,0,0,1,0,0,0,1,2,64700
Onychorhynchus_swainsoni,1,0,1,0,0,0,0,1,0,0,0,1,2,288000
Montifringilla_taczanowskii,0,0,0,0,1,0,0,0,1,0,0,1,3,2.00E+06
Opisthocomus_hoazin,1,0,1,0,0,0,0,1,0,0,0,1,2,8620000
Opisthoprora_euryptera,0,0,1,0,0,0,0,1,1,0,1,0,2,213000
Oporornis_agilis,1,1,1,0,0,0,0,1,0,0,0,1,3,2500000
Orchesticus_abeillei,1,0,1,0,0,0,0,1,0,0,0,0,2,387000
Cossypha_isabellae,1,0,0,1,0,0,0,1,0,0,0,0,2,89600
Oreoica_gutturalis,1,0,0,0,1,0,0,0,0,1,1,0,2,6910000
Oreolais_pulchra,0,0,0,1,0,0,0,1,0,0,0,1,2,2880000
Oreolais_ruwenzorii,0,0,0,1,0,1,0,1,0,0,1,0,2,132000
Oreonympha_nobilis,0,0,1,0,0,1,0,1,0,0,1,0,2,26600
Oreonympha_nobilis,0,0,1,0,0,1,0,1,0,0,1,0,2,26600
Oreophasis_derbianus,1,0,1,0,0,0,0,1,0,0,0,0,2,56300
Prinia_robertsi,0,0,0,1,0,1,0,1,0,0,1,1,2,17200
Oreopholus_ruficollis,1,1,1,0,0,1,0,0,1,0,1,0,2,5090000
Oreopsar_bolivianus,0,0,1,0,0,0,0,0,0,0,1,0,2,77400
Oreopsittacus_arfaki,0,0,0,0,1,1,0,1,0,0,0,0,2,514000
Oreornis_chrysogenys,0,0,0,0,1,0,0,1,0,0,1,0,2,49500
Oreortyx_pictus,0,0,1,0,0,0,0,1,0,0,1,0,1,1130000
Oreoscoptes_montanus,1,1,1,0,0,0,0,0,0,0,1,0,3,2590000
Oreoscopus_gutturalis,0,0,0,0,1,0,0,1,0,0,0,0,2,133000
Oreostruthus_fuliginosus,0,0,0,0,1,0,0,1,0,0,1,0,2,288000
Parula_gutturalis,1,0,1,0,0,0,0,1,0,0,1,0,2,12000
Parula_superciliosa,1,0,1,0,0,0,0,1,0,0,0,0,3,1440000
Oreothraupis_arremonops,1,0,1,0,0,0,0,1,0,0,0,0,2,86200
Oreotrochilus_adela,1,0,1,0,0,0,0,1,0,0,1,0,2,95800
Oreotrochilus_chimborazo,0,0,1,0,0,1,0,0,1,0,0,0,2,43700
Oreotrochilus_estella,0,0,1,0,0,0,0,1,1,0,1,0,2,874000
Oreotrochilus_leucopleurus,0,0,1,0,0,0,0,0,1,0,1,0,2,664000
Oreotrochilus_melanogaster,0,0,1,0,0,1,0,0,1,0,0,0,2,55500
Oreotrochilus_estella,0,0,1,0,0,0,0,1,1,0,1,0,2,874000
Origma_solitaria,0,0,0,0,1,0,0,1,0,0,1,0,2,71700
Oriolia_bernieri,1,0,0,1,0,0,0,1,0,0,0,0,2,48900
Oriolus_albiloris,1,0,0,0,1,1,0,1,0,0,0,0,2,85100
Oriolus_auratus,1,1,0,1,0,0,0,1,0,1,0,0,2,14300000
Oriolus_brachyrhynchus,0,0,0,1,0,1,0,1,0,1,0,0,2,6280000
Oriolus_chinensis,1,1,0,0,1,1,0,1,0,0,0,0,3,21100000
Oriolus_chlorocephalus,1,0,0,1,0,1,0,1,0,0,0,0,2,640000
Oriolus_crassirostris,1,0,0,1,0,0,0,1,0,0,0,0,2,640
Oriolus_flavocinctus,0,0,0,0,1,1,0,1,0,1,1,0,2,2640000
Oriolus_forsteni,0,0,0,0,1,0,0,1,0,0,0,0,2,30300
Oriolus_hosii,1,0,0,0,1,0,0,1,0,0,0,0,2,32100
Oriolus_isabellae,1,0,0,0,1,0,0,1,0,0,0,0,2,8900
Oriolus_larvatus,0,0,0,1,0,1,0,1,0,1,1,1,2,10500000
Oriolus_mellianus,1,1,0,0,1,0,0,1,0,0,0,0,3,236000
Oriolus_monacha,0,0,0,1,0,0,0,1,0,1,1,0,2,656000
Oriolus_nigripennis,0,0,0,1,0,1,0,1,0,0,0,0,2,5940000
Oriolus_percivali,0,0,0,1,0,1,0,1,0,0,0,0,2,6.00E+05
Oriolus_phaeochromus,0,0,0,0,1,1,0,1,0,0,0,0,2,40300
Oriolus_sagittatus,1,1,0,0,1,1,0,1,0,1,0,0,2,6880000
Oriolus_steerii,0,0,0,0,1,1,0,1,0,0,0,0,2,401000
Oriolus_szalayi,0,0,0,0,1,1,0,1,0,1,1,0,2,1270000
Oriolus_tenuirostris,1,1,0,0,1,1,0,1,0,0,0,0,3,1600000
Oriolus_traillii,0,1,0,0,1,0,0,1,0,0,0,0,3,5200000
Oriolus_xanthonotus,1,0,0,0,1,0,0,1,0,0,0,0,2,5220000
Oriolus_xanthornus,0,0,0,0,1,1,0,1,0,0,0,0,2,10700000
Oriturus_superciliosus,0,0,1,0,0,0,0,1,0,0,1,0,3,559000
Ornithion_brunneicapillus,0,0,1,0,0,1,0,1,0,0,0,0,2,1740000
Ornithion_inerme,1,0,1,0,0,0,0,1,0,0,1,0,2,10200000
Ornithion_semiflavum,0,0,1,0,0,1,0,1,0,0,1,0,2,737000
Pitohui_cristatus,0,0,0,0,1,0,0,1,0,0,0,0,2,857000
Haplochelidon_andecola,0,0,1,0,0,1,0,0,1,0,1,1,2,772000
Notiochelidon_flavipes,0,0,1,0,0,0,0,1,0,0,0,0,2,2730000
Notiochelidon_murina,0,0,1,0,0,1,0,1,1,0,1,0,2,3160000
Ortalis_canicollis,1,0,1,0,0,1,0,1,0,1,1,0,2,1270000
Ortalis_cinereiceps,1,0,1,0,0,1,0,1,0,0,1,0,2,574000
Ortalis_erythroptera,1,0,1,0,0,1,0,1,0,1,1,0,2,134000
Ortalis_garrula,0,0,1,0,0,1,0,1,0,0,1,0,2,118000
Ortalis_leucogastra,0,0,1,0,0,1,0,1,0,0,0,1,2,114000
Ortalis_motmot,1,0,1,0,0,1,0,1,0,0,1,0,2,2630000
Ortalis_poliocephala,1,0,1,0,0,1,0,1,0,0,0,0,2,291000
Ortalis_ruficauda,0,0,1,0,0,1,0,1,0,1,1,0,2,709000
Ortalis_superciliaris,1,0,1,0,0,1,0,1,0,0,1,0,2,438000
Ortalis_vetula,0,0,1,0,0,1,0,1,0,0,1,0,3,1550000
Ortalis_wagleri,1,0,1,0,0,0,0,1,0,1,0,0,3,146000
Orthogonys_chloricterus,1,0,1,0,0,0,0,1,0,0,0,0,2,302000
Orthonyx_novaeguineae,0,0,0,0,1,0,0,1,0,0,0,0,2,318000
Orthonyx_spaldingii,0,0,0,0,1,1,0,1,0,0,0,0,2,43100
Orthonyx_temminckii,1,0,0,0,1,0,0,1,0,0,1,0,2,225000
Orthopsittaca_manilata,0,1,1,0,0,1,0,1,0,1,0,0,2,8860000
Orthotomus_atrogularis,0,0,0,0,1,1,0,1,0,0,0,0,2,7190000
Orthotomus_castaneiceps,0,0,0,0,1,1,0,1,0,0,0,0,2,70900
Orthotomus_atrogularis,1,0,0,0,1,0,0,0,0,0,1,0,2,7190000
Orthotomus_atrogularis,0,0,0,0,1,1,0,1,0,0,0,0,2,7190000
Orthotomus_cinereiceps,0,0,0,0,1,1,0,1,0,0,0,0,2,38200
Orthotomus_derbianus,0,0,0,0,1,1,0,1,0,0,0,0,2,125000
Orthotomus_frontalis,0,0,0,0,1,1,0,1,0,0,0,0,2,271000
Orthotomus_nigriceps,0,0,0,0,1,0,0,1,0,0,0,0,2,37700
Orthotomus_ruficeps,0,0,0,0,1,1,0,1,0,0,1,0,2,4670000
Orthotomus_samarensis,1,0,0,0,1,0,0,1,0,0,0,1,2,53200
Orthotomus_sepium,0,0,0,0,1,1,0,1,0,0,1,0,2,222000
Orthotomus_sericeus,0,0,0,0,1,1,0,1,0,0,1,0,2,4430000
Orthotomus_sutorius,0,0,0,0,1,1,0,1,0,0,1,0,3,18700000
Ortygospiza_atricollis,0,0,0,1,0,1,0,0,1,0,0,1,3,24300000
Otidiphaps_nobilis,1,0,0,0,1,0,0,1,0,0,0,0,2,9600
Otidiphaps_nobilis,1,0,0,0,1,0,0,1,0,0,0,0,2,9600
Otidiphaps_nobilis,1,0,0,0,1,0,0,1,0,0,0,0,2,9600
Otidiphaps_nobilis,1,0,0,0,1,0,0,1,0,0,0,0,2,9600
Otis_tarda,1,1,0,1,1,1,0,0,1,0,0,0,3,21700000
Turdus_mupinensis,0,0,0,0,1,1,0,1,0,0,0,0,3,2130000
Otus_alfredi,1,0,0,0,1,0,0,1,0,0,0,0,2,3500
Otus_alius,1,0,0,0,1,0,0,1,0,0,0,0,2,2800
Otus_angelinae,1,0,0,0,1,0,0,1,0,0,0,0,2,75800
Otus_bakkamoena,0,0,0,0,1,1,0,1,0,0,0,0,3,4200000
Otus_balli,0,0,0,0,1,1,0,1,0,0,0,0,2,5800
Otus_beccarii,1,0,0,0,1,0,0,1,0,0,0,0,2,3600
Otus_brookii,1,0,0,0,1,0,0,1,0,0,0,0,2,1430000
Otus_brucei,0,1,0,1,1,1,0,0,0,0,1,0,3,6190000
Otus_capnodes,1,0,0,1,0,1,0,1,0,0,0,0,2,350
Otus_collari,0,0,0,0,1,1,0,1,0,0,1,0,2,700
Otus_elegans,1,0,0,0,1,1,0,1,0,0,0,0,3,404000
Otus_enganensis,0,0,0,0,1,0,0,1,0,0,0,0,2,500
Otus_megalotis,1,0,0,0,1,0,0,1,0,0,0,0,2,264000
Otus_senegalensis,1,0,0,1,0,0,0,1,0,0,0,0,2,17
Otus_fuliginosus,1,0,0,0,1,1,0,1,0,0,0,0,2,20500
Mimizuku_gurneyi,1,0,0,0,1,0,0,1,0,0,0,0,2,253000
Otus_hartlaubi,1,0,0,1,0,0,0,1,0,0,0,0,2,430
Otus_icterorhynchus,0,0,0,1,0,1,0,1,0,0,1,0,2,3080000
Otus_ireneae,1,0,0,1,0,0,0,1,0,0,0,0,2,4800
Otus_magicus,0,0,0,0,1,1,0,1,0,0,0,0,2,2200
Otus_lempiji,0,0,0,0,1,1,0,1,0,0,0,0,2,3880000
Otus_lettia,0,0,0,0,1,1,0,1,0,0,0,0,3,8580000
Otus_longicornis,1,0,0,0,1,0,0,1,0,0,0,0,2,114000
