"","scientificName","orderName","familyName","genusName","Movement","redlistCategory","populationTrend","decline","threatend","habitatNotes","breedArtif","breedCoast","breedDesert","breedForest","breedGrass","breedInter","breedNerit","breedRock","breedSavan","breedShrub","breedUbiqu","breedUnkno","breedWetla","nonbArtif","nonbCoast","nonbDesert","nonbForest","nonbGrass","nonbInter","nonbNerit","nonbRock","nonbSavan","nonbShrub","nonbUbiqu","nonbUnkno","nonbWetla","HabNum","Pac_Americas","Cen_Americas","Atl_Americas","Eas_Atlantic","Black_Sea","Eas_Africa","Cen_Asia","Eas_Asia","Breed_Hemisphere","Nonbreed_Hemisphere","migratory"
"6205","Troglodytes troglodytes","PASSERIFORMES","TROGLODYTIDAE","Troglodytes","Full Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,1,1,1,1,3,3,1
"6206","Tunchiornis luteifrons","PASSERIFORMES","VIREONIDAE","Tunchiornis","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,2,0
"6207","Tunchiornis ochraceiceps","PASSERIFORMES","VIREONIDAE","Tunchiornis","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,0
"6208","Turdinus atrigularis","PASSERIFORMES","PELLORNEIDAE","Turdinus","Not a Migrant","Near Threatened","Decreasing",1,1,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"6209","Turdinus brevicaudatus","PASSERIFORMES","PELLORNEIDAE","Turdinus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,3,3,0
"6210","Turdinus calcicola","PASSERIFORMES","PELLORNEIDAE","Turdinus","Not a Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"6211","Turdinus crassus","PASSERIFORMES","PELLORNEIDAE","Turdinus","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"6212","Turdinus crispifrons","PASSERIFORMES","PELLORNEIDAE","Turdinus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,2,0
"6213","Turdinus macrodactylus","PASSERIFORMES","PELLORNEIDAE","Turdinus","Not a Migrant","Near Threatened","Decreasing",1,1,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"6214","Turdinus marmoratus","PASSERIFORMES","PELLORNEIDAE","Turdinus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,2,0
"6215","Turdinus rufipectus","PASSERIFORMES","PELLORNEIDAE","Turdinus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,2,0
"6216","Turdoides affinis","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,1,1,2,2,0
"6217","Turdoides bicolor","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,1,1,0,0,2,2,0
"6218","Turdoides gymnogenys","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,1,0,0,2,2,0
"6219","Turdoides hartlaubii","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,1,1,0,0,2,2,0
"6220","Turdoides hindei","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Vulnerable","Decreasing",1,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,2,2,0
"6221","Turdoides hypoleuca","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,1,0,0,2,2,0
"6222","Turdoides jardineii","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,1,1,0,0,2,2,0
"6223","Turdoides leucocephala","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,1,0,0,2,2,0
"6224","Turdoides leucopygia","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,1,0,0,2,2,0
"6225","Turdoides melanops","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,1,1,1,0,0,2,2,0
"6226","Turdoides plebejus","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,1,1,0,0,3,3,0
"6227","Turdoides reinwardtii","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,0,0,2,2,0
"6228","Turdoides rufescens","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,2,2,0
"6229","Turdoides sharpei","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,1,1,0,0,2,2,0
"6230","Turdoides somervillei","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,1,0,2,2,0
"6231","Turdoides squamulata","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,2,2,0
"6232","Turdoides striata","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,1,1,3,3,0
"6233","Turdoides tenebrosa","PASSERIFORMES","LEIOTRICHIDAE","Turdoides","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,1,0,0,2,2,0
"6234","Turdus abyssinicus","PASSERIFORMES","TURDIDAE","Turdus","Altitudinal Migrant","Least Concern","Unknown",1,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1,0,0,2,2,0
"6235","Turdus albicollis","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,2,2,0
"6236","Turdus albocinctus","PASSERIFORMES","TURDIDAE","Turdus","Altitudinal Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,3,3,0
"6237","Turdus amaurochalinus","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,0,0,0,0,0,2,2,1
"6238","Turdus anthracinus","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Stable",0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,1,0,0,0,0,0,2,2,1
"6239","Turdus ardosiaceus","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,2,0
"6240","Turdus arthuri","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,1,0,0,0,0,0,2,2,0
"6241","Turdus assimilis","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,3,3,0
"6242","Turdus atrogularis","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,1,1,1,1,1,1,3,1
"6243","Turdus aurantius","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Stable",0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,2,0
"6244","Turdus bewsheri","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2,2,0
"6245","Turdus boulboul","PASSERIFORMES","TURDIDAE","Turdus","Altitudinal Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,1,1,3,3,0
"6246","Turdus cardis","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,1,3,3,1
"6247","Turdus celaenops","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,3,0
"6248","Turdus chiguanco","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Stable",0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,2,2,1
"6249","Turdus chrysolaus","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,1,1,3,1
"6250","Turdus confinis","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,2,1
"6251","Turdus debilis","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,0,0,0,2,2,0
"6252","Turdus dissimilis","PASSERIFORMES","TURDIDAE","Turdus","Altitudinal Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,3,3,0
"6253","Turdus eremita","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Near Threatened","Stable",0,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6254","Turdus eunomus","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0,1,1,1,1,1,1,3,1
"6255","Turdus falcklandii","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,0,0,0,0,0,2,2,1
"6256","Turdus feae","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,2,1
"6257","Turdus flavipes","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,0,0,0,0,2,2,1
"6258","Turdus fulviventris","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,1
"6259","Turdus fumigatus","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,0,2,2,0
"6260","Turdus fuscater","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,0,2,2,0
"6261","Turdus grayi","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Increasing",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,3,3,0
"6262","Turdus haplochrous","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0
"6263","Turdus hauxwelli","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,2,2,0
"6264","Turdus helleri","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Critically Endangered","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,2,0
"6265","Turdus hortulorum","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,0,1,1,3,1
"6266","Turdus ignobilis","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,0,2,2,0
"6267","Turdus iliacus","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Near Threatened","Decreasing",1,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,1,1,1,1,1,1,1
"6268","Turdus infuscatus","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,3,3,0
"6269","Turdus jamaicensis","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,0,0,0,0,2,2,0
"6270","Turdus kessleri","PASSERIFORMES","TURDIDAE","Turdus","Altitudinal Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,1,1,0
"6271","Turdus lawrencii","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,2,2,0
"6272","Turdus leucomelas","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,0,2,2,1
"6273","Turdus leucops","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0
"6274","Turdus lherminieri","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Near Threatened","Unknown",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0
"6275","Turdus libonyana","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Unknown",1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,1,0,0,2,2,0
"6276","Turdus ludoviciae","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,2,2,0
"6277","Turdus maculirostris","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,2,2,0
"6278","Turdus mandarinus","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,1,1,3,3,1
"6279","Turdus maranonicus","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,0,0,0,0,0,2,2,0
"6280","Turdus maximus","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,3,3,1
"6281","Turdus menachensis","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Near Threatened","Decreasing",1,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,2,2,0
"6282","Turdus merula","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Increasing",0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,3,1
"6283","Turdus migratorius","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Increasing",0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,1,3,3,1
"6284","Turdus naumanni","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,1,1,1,1,1,3,1
"6285","Turdus nigrescens","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,"*Simplified",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,1,1,0,0,0,0,0,2,2,0
"6286","Turdus nigriceps","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Unknown",1,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,2,2,0
"6287","Turdus niveiceps","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"6288","Turdus nudigenis","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,0
"6289","Turdus obscurus","PASSERIFORMES","TURDIDAE","Turdus","Full Migrant","Least Concern","Unknown",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,1,1,1,1,3,1
"6290","Turdus obsoletus","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,2,2,0
"6291","Turdus olivaceofuscus","PASSERIFORMES","TURDIDAE","Turdus","Not a Migrant","Least Concern","Decreasing",1,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,2,2,0
